CME,t0,dt0,pa,da,v,dv,minv,maxv,halo?,datetime
"<a href=""Flow0016/CME.html"" target=""_blank"" >0016</a>",2025/03/22 08:48,02,313,020,0449,0142,0223,0762,,2025-03-22 08:48:00
"<a href=""Flow0015/CME.html"" target=""_blank"" >0015</a>",2025/03/21 12:36,02,028,006,0126,0000,0126,0126,,2025-03-21 12:36:00
"<a href=""Flow0014/CME.html"" target=""_blank"" >0014</a>",2025/03/20 04:24,01,263,032,0208,0040,0122,0226,,2025-03-20 04:24:00
"<a href=""Flow0013/CME.html"" target=""_blank"" >0013</a>",2025/03/20 03:36,01,277,012,0341,0112,0218,0538,,2025-03-20 03:36:00
"<a href=""Flow0012/CME.html"" target=""_blank"" >0012</a>",2025/03/19 21:36,01,126,030,1953,0000,1953,1953,,2025-03-19 21:36:00
"<a href=""Flow0011/CME.html"" target=""_blank"" >0011</a>",2025/03/19 17:00,01,355,012,0458,0141,0303,0710,,2025-03-19 17:00:00
"<a href=""Flow0010/CME.html"" target=""_blank"" >0010</a>",2025/03/18 02:36,01,006,014,0260,0023,0224,0286,,2025-03-18 02:36:00
"<a href=""Flow0009/CME.html"" target=""_blank"" >0009</a>",2025/03/17 07:12,01,021,032,0176,0025,0128,0212,,2025-03-17 07:12:00
"<a href=""Flow0008/CME.html"" target=""_blank"" >0008</a>",2025/03/17 05:42,01,012,006,0134,0006,0124,0143,,2025-03-17 05:42:00
"<a href=""Flow0007/CME.html"" target=""_blank"" >0007</a>",2025/03/17 01:36,05,022,042,0114,0007,0103,0130,,2025-03-17 01:36:00
"<a href=""Flow0006/CME.html"" target=""_blank"" >0006</a>",2025/03/12 06:36,01,042,018,0474,0000,0474,0474,,2025-03-12 06:36:00
"<a href=""Flow0005/CME.html"" target=""_blank"" >0005</a>",2025/03/02 16:00,01,007,012,0184,0000,0184,0184,,2025-03-02 16:00:00
"<a href=""Flow0004/CME.html"" target=""_blank"" >0004</a>",2025/03/02 14:00,01,175,016,0411,0108,0248,0568,,2025-03-02 14:00:00
"<a href=""Flow0003/CME.html"" target=""_blank"" >0003</a>",2025/03/02 03:36,02,172,014,0286,0072,0195,0422,,2025-03-02 03:36:00
"<a href=""Flow0002/CME.html"" target=""_blank"" >0002</a>",2025/03/02 03:12,01,151,008,0236,0032,0181,0268,,2025-03-02 03:12:00
"<a href=""Flow0001/CME.html"" target=""_blank"" >0001</a>",2025/03/01 10:36,00,207,008,0169,0035,0136,0231,,2025-03-01 10:36:00
"<a href=""CME0167/CME.html"" target=""_blank"" >0167</a>",2025/04/30 04:36,01,195,012,0336,0124,0325,0558,,2025-04-30 04:36:00
"<a href=""CME0166/CME.html"" target=""_blank"" >0166</a>",2025/04/30 03:12,01,036,006,0363,0178,0148,0588,,2025-04-30 03:12:00
"<a href=""CME0165/CME.html"" target=""_blank"" >0165</a>",2025/04/30 00:24,01,254,006,0961,0448,0548,1644,,2025-04-30 00:24:00
"<a href=""CME0164/CME.html"" target=""_blank"" >0164</a>",2025/04/30 00:24,04,040,026,0500,0194,0306,1008,,2025-04-30 00:24:00
"<a href=""CME0163/CME.html"" target=""_blank"" >0163</a>",2025/04/29 23:36,03,223,036,1202,0448,0411,1953,,2025-04-29 23:36:00
"<a href=""CME0162/CME.html"" target=""_blank"" >0162</a>",2025/04/29 11:36,01,034,006,0317,0009,0303,0325,,2025-04-29 11:36:00
"<a href=""CME0161/CME.html"" target=""_blank"" >0161</a>",2025/04/29 06:24,01,278,006,0332,0019,0300,0343,,2025-04-29 06:24:00
"<a href=""CME0160/CME.html"" target=""_blank"" >0160</a>",2025/04/29 06:00,01,286,014,0558,0096,0504,0781,,2025-04-29 06:00:00
"<a href=""CME0159/CME.html"" target=""_blank"" >0159</a>",2025/04/28 23:12,00,351,020,0262,0026,0200,0294,,2025-04-28 23:12:00
"<a href=""CME0158/CME.html"" target=""_blank"" >0158</a>",2025/04/28 12:00,06,336,062,0153,0037,0098,0232,,2025-04-28 12:00:00
"<a href=""CME0157/CME.html"" target=""_blank"" >0157</a>",2025/04/28 08:12,02,190,022,0330,0217,0098,0892,,2025-04-28 08:12:00
"<a href=""CME0156/CME.html"" target=""_blank"" >0156</a>",2025/04/28 00:00,01,056,010,0279,0029,0231,0303,,2025-04-28 00:00:00
"<a href=""CME0155/CME.html"" target=""_blank"" >0155</a>",2025/04/27 16:48,01,086,010,0628,0363,0303,1302,,2025-04-27 16:48:00
"<a href=""CME0154/CME.html"" target=""_blank"" >0154</a>",2025/04/26 18:36,02,212,018,0608,0273,0150,1041,,2025-04-26 18:36:00
"<a href=""CME0153/CME.html"" target=""_blank"" >0153</a>",2025/04/26 13:48,03,032,018,0128,0076,0100,0325,,2025-04-26 13:48:00
"<a href=""CME0152/CME.html"" target=""_blank"" >0152</a>",2025/04/26 08:00,02,104,010,0781,0104,0600,0919,,2025-04-26 08:00:00
"<a href=""CME0151/CME.html"" target=""_blank"" >0151</a>",2025/04/26 07:36,01,093,012,0600,0121,0376,0744,,2025-04-26 07:36:00
"<a href=""CME0150/CME.html"" target=""_blank"" >0150</a>",2025/04/26 07:24,02,259,064,0419,0113,0292,0664,,2025-04-26 07:24:00
"<a href=""CME0149/CME.html"" target=""_blank"" >0149</a>",2025/04/24 14:00,01,191,012,0989,0544,0624,1953,,2025-04-24 14:00:00
"<a href=""CME0148/CME.html"" target=""_blank"" >0148</a>",2025/04/24 13:36,01,091,012,0664,0333,0276,1250,,2025-04-24 13:36:00
"<a href=""CME0147/CME.html"" target=""_blank"" >0147</a>",2025/04/24 12:48,01,099,008,0756,0074,0665,0868,,2025-04-24 12:48:00
"<a href=""CME0146/CME.html"" target=""_blank"" >0146</a>",2025/04/24 09:24,01,282,006,0428,0071,0347,0520,,2025-04-24 09:24:00
"<a href=""CME0145/CME.html"" target=""_blank"" >0145</a>",2025/04/24 06:36,02,269,036,0589,0561,0204,1953,,2025-04-24 06:36:00
"<a href=""CME0144/CME.html"" target=""_blank"" >0144</a>",2025/04/24 06:12,02,328,022,0483,0058,0390,0589,,2025-04-24 06:12:00
"<a href=""CME0143/CME.html"" target=""_blank"" >0143</a>",2025/04/24 06:12,03,302,070,0496,0161,0178,0781,,2025-04-24 06:12:00
"<a href=""CME0142/CME.html"" target=""_blank"" >0142</a>",2025/04/24 04:12,02,088,014,0463,0302,0347,1201,,2025-04-24 04:12:00
"<a href=""CME0141/CME.html"" target=""_blank"" >0141</a>",2025/04/24 00:36,01,294,006,0109,0058,0099,0225,,2025-04-24 00:36:00
"<a href=""CME0140/CME.html"" target=""_blank"" >0140</a>",2025/04/24 00:12,02,104,018,0556,0202,0285,0951,,2025-04-24 00:12:00
"<a href=""CME0139/CME.html"" target=""_blank"" >0139</a>",2025/04/23 17:12,01,231,012,0192,0029,0161,0240,,2025-04-23 17:12:00
"<a href=""CME0138/CME.html"" target=""_blank"" >0138</a>",2025/04/23 12:00,01,088,010,0635,0092,0466,0696,,2025-04-23 12:00:00
"<a href=""CME0137/CME.html"" target=""_blank"" >0137</a>",2025/04/23 11:12,01,279,008,0466,0256,0157,0833,,2025-04-23 11:12:00
"<a href=""CME0136/CME.html"" target=""_blank"" >0136</a>",2025/04/23 11:00,03,196,014,0323,0210,0155,0784,,2025-04-23 11:00:00
"<a href=""CME0135/CME.html"" target=""_blank"" >0135</a>",2025/04/23 10:36,02,273,012,0201,0626,0099,1488,,2025-04-23 10:36:00
"<a href=""CME0134/CME.html"" target=""_blank"" >0134</a>",2025/04/23 09:24,02,101,008,0361,0086,0218,0452,,2025-04-23 09:24:00
"<a href=""CME0133/CME.html"" target=""_blank"" >0133</a>",2025/04/23 07:48,05,230,082,0268,0062,0145,0398,,2025-04-23 07:48:00
"<a href=""CME0132/CME.html"" target=""_blank"" >0132</a>",2025/04/23 05:12,01,094,006,0579,0031,0538,0624,,2025-04-23 05:12:00
"<a href=""CME0131/CME.html"" target=""_blank"" >0131</a>",2025/04/23 05:12,01,266,006,0285,0102,0178,0440,,2025-04-23 05:12:00
"<a href=""CME0130/CME.html"" target=""_blank"" >0130</a>",2025/04/22 22:36,01,094,006,0541,0085,0488,0694,,2025-04-22 22:36:00
"<a href=""CME0129/CME.html"" target=""_blank"" >0129</a>",2025/04/22 22:00,01,047,016,0250,0006,0241,0260,,2025-04-22 22:00:00
"<a href=""CME0128/CME.html"" target=""_blank"" >0128</a>",2025/04/22 19:12,01,038,038,0447,0142,0200,0651,,2025-04-22 19:12:00
"<a href=""CME0127/CME.html"" target=""_blank"" >0127</a>",2025/04/22 17:36,01,028,038,0198,0027,0131,0220,,2025-04-22 17:36:00
"<a href=""CME0126/CME.html"" target=""_blank"" >0126</a>",2025/04/22 16:48,02,345,016,0403,0167,0281,0811,,2025-04-22 16:48:00
"<a href=""CME0125/CME.html"" target=""_blank"" >0125</a>",2025/04/22 12:48,01,287,024,0277,0680,0201,1644,,2025-04-22 12:48:00
"<a href=""CME0124/CME.html"" target=""_blank"" >0124</a>",2025/04/22 10:24,03,268,070,0606,0319,0306,1488,,2025-04-22 10:24:00
"<a href=""CME0123/CME.html"" target=""_blank"" >0123</a>",2025/04/22 10:12,04,054,050,0244,0089,0164,0462,,2025-04-22 10:12:00
"<a href=""CME0122/CME.html"" target=""_blank"" >0122</a>",2025/04/22 09:36,01,189,008,1077,0499,0512,1953,,2025-04-22 09:36:00
"<a href=""CME0121/CME.html"" target=""_blank"" >0121</a>",2025/04/22 08:36,02,180,042,1179,0124,0892,1388,,2025-04-22 08:36:00
"<a href=""CME0120/CME.html"" target=""_blank"" >0120</a>",2025/04/22 04:24,01,110,010,0825,0275,0395,1157,,2025-04-22 04:24:00
"<a href=""CME0119/CME.html"" target=""_blank"" >0119</a>",2025/04/22 01:36,01,116,014,0289,0059,0211,0385,,2025-04-22 01:36:00
"<a href=""CME0118/CME.html"" target=""_blank"" >0118</a>",2025/04/21 23:24,01,339,008,0224,0057,0127,0248,,2025-04-21 23:24:00
"<a href=""CME0117/CME.html"" target=""_blank"" >0117</a>",2025/04/21 23:24,03,327,024,0260,0034,0197,0282,,2025-04-21 23:24:00
"<a href=""CME0116/CME.html"" target=""_blank"" >0116</a>",2025/04/21 21:36,02,262,010,0257,0044,0173,0300,,2025-04-21 21:36:00
"<a href=""CME0115/CME.html"" target=""_blank"" >0115</a>",2025/04/21 14:51,03,264,034,0341,0093,0178,0508,,2025-04-21 14:51:00
"<a href=""CME0114/CME.html"" target=""_blank"" >0114</a>",2025/04/21 10:24,01,261,028,0367,0048,0284,0459,,2025-04-21 10:24:00
"<a href=""CME0113/CME.html"" target=""_blank"" >0113</a>",2025/04/20 21:48,04,287,096,0242,0049,0150,0357,II,2025-04-20 21:48:00
"<a href=""CME0112/CME.html"" target=""_blank"" >0112</a>",2025/04/20 10:48,02,134,046,0256,0098,0217,0600,,2025-04-20 10:48:00
"<a href=""CME0111/CME.html"" target=""_blank"" >0111</a>",2025/04/20 09:36,01,122,022,0238,0036,0179,0312,,2025-04-20 09:36:00
"<a href=""CME0110/CME.html"" target=""_blank"" >0110</a>",2025/04/20 07:12,01,121,008,0180,0023,0150,0217,,2025-04-20 07:12:00
"<a href=""CME0109/CME.html"" target=""_blank"" >0109</a>",2025/04/20 05:12,01,278,006,0309,0065,0218,0376,,2025-04-20 05:12:00
"<a href=""CME0108/CME.html"" target=""_blank"" >0108</a>",2025/04/19 17:00,02,174,042,0328,0343,0206,1157,,2025-04-19 17:00:00
"<a href=""CME0107/CME.html"" target=""_blank"" >0107</a>",2025/04/19 15:24,01,336,010,0309,0182,0244,0702,,2025-04-19 15:24:00
"<a href=""CME0106/CME.html"" target=""_blank"" >0106</a>",2025/04/19 14:24,01,095,008,0393,0052,0303,0443,,2025-04-19 14:24:00
"<a href=""CME0105/CME.html"" target=""_blank"" >0105</a>",2025/04/19 00:00,01,175,012,0844,0246,0336,1077,,2025-04-19 00:00:00
"<a href=""CME0104/CME.html"" target=""_blank"" >0104</a>",2025/04/19 00:00,02,158,098,0512,0174,0218,0801,II,2025-04-19 00:00:00
"<a href=""CME0103/CME.html"" target=""_blank"" >0103</a>",2025/04/18 19:36,02,153,036,0286,0110,0158,0558,,2025-04-18 19:36:00
"<a href=""CME0102/CME.html"" target=""_blank"" >0102</a>",2025/04/17 21:36,01,163,020,0200,0142,0114,0473,,2025-04-17 21:36:00
"<a href=""CME0101/CME.html"" target=""_blank"" >0101</a>",2025/04/17 15:12,00,035,012,0536,0068,0496,0672,,2025-04-17 15:12:00
"<a href=""CME0100/CME.html"" target=""_blank"" >0100</a>",2025/04/17 05:00,01,286,010,0200,0042,0126,0255,,2025-04-17 05:00:00
"<a href=""CME0099/CME.html"" target=""_blank"" >0099</a>",2025/04/17 04:12,01,158,022,0230,0028,0173,0255,,2025-04-17 04:12:00
"<a href=""CME0098/CME.html"" target=""_blank"" >0098</a>",2025/04/17 00:48,02,273,028,0456,0141,0248,0735,,2025-04-17 00:48:00
"<a href=""CME0097/CME.html"" target=""_blank"" >0097</a>",2025/04/16 04:36,01,305,008,0245,0027,0191,0259,,2025-04-16 04:36:00
"<a href=""CME0096/CME.html"" target=""_blank"" >0096</a>",2025/04/15 23:48,03,093,024,0574,0094,0428,0735,,2025-04-15 23:48:00
"<a href=""CME0095/CME.html"" target=""_blank"" >0095</a>",2025/04/15 19:24,01,100,006,0528,0223,0428,0957,,2025-04-15 19:24:00
"<a href=""CME0094/CME.html"" target=""_blank"" >0094</a>",2025/04/15 15:48,02,183,012,0217,0083,0146,0381,,2025-04-15 15:48:00
"<a href=""CME0093/CME.html"" target=""_blank"" >0093</a>",2025/04/15 14:48,04,089,036,0679,0185,0422,1041,,2025-04-15 14:48:00
"<a href=""CME0092/CME.html"" target=""_blank"" >0092</a>",2025/04/15 13:36,01,079,008,1430,0288,1250,1953,,2025-04-15 13:36:00
"<a href=""CME0091/CME.html"" target=""_blank"" >0091</a>",2025/04/15 02:36,01,073,012,1358,0319,0919,1953,,2025-04-15 02:36:00
"<a href=""CME0090/CME.html"" target=""_blank"" >0090</a>",2025/04/15 01:25,02,257,016,1008,0603,0512,1953,,2025-04-15 01:25:00
"<a href=""CME0089/CME.html"" target=""_blank"" >0089</a>",2025/04/14 22:36,03,170,038,0357,0184,0123,0781,,2025-04-14 22:36:00
"<a href=""CME0088/CME.html"" target=""_blank"" >0088</a>",2025/04/14 22:24,02,217,020,0835,0123,0694,1116,,2025-04-14 22:24:00
"<a href=""CME0087/CME.html"" target=""_blank"" >0087</a>",2025/04/14 18:36,02,091,028,0584,0307,0260,1249,,2025-04-14 18:36:00
"<a href=""CME0086/CME.html"" target=""_blank"" >0086</a>",2025/04/14 16:48,02,082,014,1368,0363,0801,2016,,2025-04-14 16:48:00
"<a href=""CME0085/CME.html"" target=""_blank"" >0085</a>",2025/04/14 15:12,02,129,012,1139,0181,1041,1488,,2025-04-14 15:12:00
"<a href=""CME0084/CME.html"" target=""_blank"" >0084</a>",2025/04/14 15:00,02,190,034,0735,0465,0104,1838,,2025-04-14 15:00:00
"<a href=""CME0083/CME.html"" target=""_blank"" >0083</a>",2025/04/14 13:48,00,330,014,0639,0239,0280,0976,,2025-04-14 13:48:00
"<a href=""CME0082/CME.html"" target=""_blank"" >0082</a>",2025/04/14 07:00,02,125,008,1689,0737,0538,1953,,2025-04-14 07:00:00
"<a href=""CME0081/CME.html"" target=""_blank"" >0081</a>",2025/04/14 03:24,01,196,006,1953,0178,1644,1953,,2025-04-14 03:24:00
"<a href=""CME0080/CME.html"" target=""_blank"" >0080</a>",2025/04/13 19:36,01,110,006,0723,0154,0637,1008,,2025-04-13 19:36:00
"<a href=""CME0079/CME.html"" target=""_blank"" >0079</a>",2025/04/13 17:48,01,039,020,0440,0632,0233,1953,,2025-04-13 17:48:00
"<a href=""CME0078/CME.html"" target=""_blank"" >0078</a>",2025/04/13 14:36,02,183,012,0312,0140,0159,0600,,2025-04-13 14:36:00
"<a href=""CME0077/CME.html"" target=""_blank"" >0077</a>",2025/04/13 11:48,01,304,010,0192,0024,0159,0229,,2025-04-13 11:48:00
"<a href=""CME0076/CME.html"" target=""_blank"" >0076</a>",2025/04/13 07:00,06,175,228,0416,0098,0150,0637,III,2025-04-13 07:00:00
"<a href=""CME0075/CME.html"" target=""_blank"" >0075</a>",2025/04/12 23:36,04,146,094,0258,0020,0221,0303,II,2025-04-12 23:36:00
"<a href=""CME0074/CME.html"" target=""_blank"" >0074</a>",2025/04/12 17:00,01,186,022,0403,0408,0232,1485,,2025-04-12 17:00:00
"<a href=""CME0073/CME.html"" target=""_blank"" >0073</a>",2025/04/12 16:24,02,202,066,0365,0168,0157,0868,,2025-04-12 16:24:00
"<a href=""CME0072/CME.html"" target=""_blank"" >0072</a>",2025/04/12 11:00,01,200,042,0416,0084,0244,0558,,2025-04-12 11:00:00
"<a href=""CME0071/CME.html"" target=""_blank"" >0071</a>",2025/04/12 08:48,01,272,014,0127,0015,0109,0154,,2025-04-12 08:48:00
"<a href=""CME0070/CME.html"" target=""_blank"" >0070</a>",2025/04/12 07:36,02,203,028,0300,0090,0187,0492,,2025-04-12 07:36:00
"<a href=""CME0069/CME.html"" target=""_blank"" >0069</a>",2025/04/12 03:36,03,203,032,0372,0139,0174,0679,,2025-04-12 03:36:00
"<a href=""CME0068/CME.html"" target=""_blank"" >0068</a>",2025/04/12 01:48,06,303,076,0143,0056,0107,0355,,2025-04-12 01:48:00
"<a href=""CME0067/CME.html"" target=""_blank"" >0067</a>",2025/04/11 23:12,02,195,052,0261,0088,0173,0520,,2025-04-11 23:12:00
"<a href=""CME0066/CME.html"" target=""_blank"" >0066</a>",2025/04/11 23:00,02,198,010,0784,0616,0286,1644,,2025-04-11 23:00:00
"<a href=""CME0065/CME.html"" target=""_blank"" >0065</a>",2025/04/11 21:48,02,043,056,0694,0301,0339,1562,,2025-04-11 21:48:00
"<a href=""CME0064/CME.html"" target=""_blank"" >0064</a>",2025/04/11 18:36,04,200,010,0425,0012,0405,0434,,2025-04-11 18:36:00
"<a href=""CME0063/CME.html"" target=""_blank"" >0063</a>",2025/04/11 18:12,02,322,042,0186,0062,0106,0325,,2025-04-11 18:12:00
"<a href=""CME0062/CME.html"" target=""_blank"" >0062</a>",2025/04/11 12:00,01,253,016,1041,0498,0332,1854,,2025-04-11 12:00:00
"<a href=""CME0061/CME.html"" target=""_blank"" >0061</a>",2025/04/10 21:36,01,207,008,0701,0219,0359,0889,,2025-04-10 21:36:00
"<a href=""CME0060/CME.html"" target=""_blank"" >0060</a>",2025/04/10 21:24,01,246,006,0294,0082,0214,0416,,2025-04-10 21:24:00
"<a href=""CME0059/CME.html"" target=""_blank"" >0059</a>",2025/04/10 20:48,02,072,010,0172,0103,0140,0400,,2025-04-10 20:48:00
"<a href=""CME0058/CME.html"" target=""_blank"" >0058</a>",2025/04/10 20:48,01,272,010,0796,0197,0359,0886,,2025-04-10 20:48:00
"<a href=""CME0057/CME.html"" target=""_blank"" >0057</a>",2025/04/10 15:36,05,041,080,0228,0084,0114,0400,,2025-04-10 15:36:00
"<a href=""CME0056/CME.html"" target=""_blank"" >0056</a>",2025/04/09 23:24,01,230,010,0871,0481,0255,1488,,2025-04-09 23:24:00
"<a href=""CME0055/CME.html"" target=""_blank"" >0055</a>",2025/04/09 23:24,01,083,028,0272,0055,0176,0390,,2025-04-09 23:24:00
"<a href=""CME0054/CME.html"" target=""_blank"" >0054</a>",2025/04/09 21:12,01,357,016,0264,0032,0201,0309,,2025-04-09 21:12:00
"<a href=""CME0053/CME.html"" target=""_blank"" >0053</a>",2025/04/09 10:36,01,161,012,0292,0157,0124,0568,,2025-04-09 10:36:00
"<a href=""CME0052/CME.html"" target=""_blank"" >0052</a>",2025/04/09 05:36,01,024,038,0447,0413,0281,1420,,2025-04-09 05:36:00
"<a href=""CME0051/CME.html"" target=""_blank"" >0051</a>",2025/04/08 23:48,01,215,012,0315,0584,0181,1488,,2025-04-08 23:48:00
"<a href=""CME0050/CME.html"" target=""_blank"" >0050</a>",2025/04/08 20:24,02,047,052,0323,0100,0191,0538,,2025-04-08 20:24:00
"<a href=""CME0049/CME.html"" target=""_blank"" >0049</a>",2025/04/08 15:12,01,067,012,0459,0087,0425,0651,,2025-04-08 15:12:00
"<a href=""CME0048/CME.html"" target=""_blank"" >0048</a>",2025/04/08 10:00,01,242,014,0443,0051,0343,0504,,2025-04-08 10:00:00
"<a href=""CME0047/CME.html"" target=""_blank"" >0047</a>",2025/04/08 07:48,02,079,020,0868,0145,0589,1008,,2025-04-08 07:48:00
"<a href=""CME0046/CME.html"" target=""_blank"" >0046</a>",2025/04/08 06:36,01,031,036,0536,0186,0315,1041,,2025-04-08 06:36:00
"<a href=""CME0045/CME.html"" target=""_blank"" >0045</a>",2025/04/08 05:48,02,097,084,1096,0407,0284,1736,,2025-04-08 05:48:00
"<a href=""CME0044/CME.html"" target=""_blank"" >0044</a>",2025/04/07 23:48,01,032,018,0330,0696,0178,1838,,2025-04-07 23:48:00
"<a href=""CME0043/CME.html"" target=""_blank"" >0043</a>",2025/04/07 23:36,01,029,024,0254,0120,0106,0400,,2025-04-07 23:36:00
"<a href=""CME0042/CME.html"" target=""_blank"" >0042</a>",2025/04/07 18:48,02,037,008,0279,0020,0249,0306,,2025-04-07 18:48:00
"<a href=""CME0041/CME.html"" target=""_blank"" >0041</a>",2025/04/07 16:24,01,041,020,0245,0111,0162,0434,,2025-04-07 16:24:00
"<a href=""CME0040/CME.html"" target=""_blank"" >0040</a>",2025/04/07 12:36,01,076,006,0768,0383,0452,1420,,2025-04-07 12:36:00
"<a href=""CME0039/CME.html"" target=""_blank"" >0039</a>",2025/04/07 11:48,03,070,030,0481,0095,0312,0686,,2025-04-07 11:48:00
"<a href=""CME0038/CME.html"" target=""_blank"" >0038</a>",2025/04/07 11:00,01,068,014,0383,0109,0220,0512,,2025-04-07 11:00:00
"<a href=""CME0037/CME.html"" target=""_blank"" >0037</a>",2025/04/07 05:12,01,085,008,0578,0217,0201,0718,,2025-04-07 05:12:00
"<a href=""CME0036/CME.html"" target=""_blank"" >0036</a>",2025/04/07 04:24,02,208,034,0325,0332,0203,1249,,2025-04-07 04:24:00
"<a href=""CME0035/CME.html"" target=""_blank"" >0035</a>",2025/04/07 00:36,02,066,010,0497,0158,0280,0710,,2025-04-07 00:36:00
"<a href=""CME0034/CME.html"" target=""_blank"" >0034</a>",2025/04/06 23:00,01,233,008,1488,0614,0422,1953,,2025-04-06 23:00:00
"<a href=""CME0033/CME.html"" target=""_blank"" >0033</a>",2025/04/06 21:24,02,071,016,0532,0063,0466,0651,,2025-04-06 21:24:00
"<a href=""CME0032/CME.html"" target=""_blank"" >0032</a>",2025/04/06 19:48,01,210,010,1005,0459,0672,1838,,2025-04-06 19:48:00
"<a href=""CME0031/CME.html"" target=""_blank"" >0031</a>",2025/04/06 18:48,02,059,024,0644,0203,0309,1057,,2025-04-06 18:48:00
"<a href=""CME0030/CME.html"" target=""_blank"" >0030</a>",2025/04/06 06:48,01,337,016,0286,0098,0112,0425,,2025-04-06 06:48:00
"<a href=""CME0029/CME.html"" target=""_blank"" >0029</a>",2025/04/06 05:36,00,108,006,0644,0609,0204,1602,,2025-04-06 05:36:00
"<a href=""CME0028/CME.html"" target=""_blank"" >0028</a>",2025/04/06 03:48,01,103,008,0548,0074,0422,0578,,2025-04-06 03:48:00
"<a href=""CME0027/CME.html"" target=""_blank"" >0027</a>",2025/04/06 03:36,04,018,054,0589,0181,0214,0801,,2025-04-06 03:36:00
"<a href=""CME0026/CME.html"" target=""_blank"" >0026</a>",2025/04/06 02:12,01,048,006,0320,0025,0279,0349,,2025-04-06 02:12:00
"<a href=""CME0025/CME.html"" target=""_blank"" >0025</a>",2025/04/05 19:12,02,059,008,0343,0090,0318,0512,,2025-04-05 19:12:00
"<a href=""CME0024/CME.html"" target=""_blank"" >0024</a>",2025/04/05 16:12,02,239,016,0844,0302,0286,1041,,2025-04-05 16:12:00
"<a href=""CME0023/CME.html"" target=""_blank"" >0023</a>",2025/04/05 14:48,01,189,012,0624,0520,0309,1736,,2025-04-05 14:48:00
"<a href=""CME0022/CME.html"" target=""_blank"" >0022</a>",2025/04/05 14:48,01,201,008,0341,0094,0188,0428,,2025-04-05 14:48:00
"<a href=""CME0021/CME.html"" target=""_blank"" >0021</a>",2025/04/05 11:48,03,018,050,0206,0034,0132,0264,,2025-04-05 11:48:00
"<a href=""CME0020/CME.html"" target=""_blank"" >0020</a>",2025/04/05 11:00,01,121,020,0250,0145,0104,0496,,2025-04-05 11:00:00
"<a href=""CME0019/CME.html"" target=""_blank"" >0019</a>",2025/04/05 07:24,01,236,026,1225,0578,0376,2016,,2025-04-05 07:24:00
"<a href=""CME0018/CME.html"" target=""_blank"" >0018</a>",2025/04/05 04:24,09,072,166,0325,0098,0107,0466,II,2025-04-05 04:24:00
"<a href=""CME0017/CME.html"" target=""_blank"" >0017</a>",2025/04/05 00:36,02,259,020,0578,0211,0359,1083,,2025-04-05 00:36:00
"<a href=""CME0016/CME.html"" target=""_blank"" >0016</a>",2025/04/04 17:36,01,251,008,0561,0034,0538,0624,,2025-04-04 17:36:00
"<a href=""CME0015/CME.html"" target=""_blank"" >0015</a>",2025/04/04 16:36,03,325,084,0477,0612,0206,1953,,2025-04-04 16:36:00
"<a href=""CME0014/CME.html"" target=""_blank"" >0014</a>",2025/04/04 15:12,01,201,028,0520,0210,0286,0919,,2025-04-04 15:12:00
"<a href=""CME0013/CME.html"" target=""_blank"" >0013</a>",2025/04/03 20:36,02,271,012,0625,0095,0520,0814,,2025-04-03 20:36:00
"<a href=""CME0012/CME.html"" target=""_blank"" >0012</a>",2025/04/03 19:24,01,161,008,0503,0092,0413,0664,,2025-04-03 19:24:00
"<a href=""CME0011/CME.html"" target=""_blank"" >0011</a>",2025/04/03 17:48,02,117,012,0433,0128,0252,0612,,2025-04-03 17:48:00
"<a href=""CME0010/CME.html"" target=""_blank"" >0010</a>",2025/04/03 17:48,02,086,062,0801,0362,0196,1562,,2025-04-03 17:48:00
"<a href=""CME0009/CME.html"" target=""_blank"" >0009</a>",2025/04/03 16:24,02,261,016,0781,0075,0686,0919,,2025-04-03 16:24:00
"<a href=""CME0008/CME.html"" target=""_blank"" >0008</a>",2025/04/03 11:24,01,259,012,0710,0176,0558,1059,,2025-04-03 11:24:00
"<a href=""CME0007/CME.html"" target=""_blank"" >0007</a>",2025/04/03 10:48,01,260,010,0363,0106,0262,0558,,2025-04-03 10:48:00
"<a href=""CME0006/CME.html"" target=""_blank"" >0006</a>",2025/04/02 18:00,01,090,018,0292,0174,0129,0600,,2025-04-02 18:00:00
"<a href=""CME0005/CME.html"" target=""_blank"" >0005</a>",2025/04/02 09:24,01,035,016,0422,0120,0264,0651,,2025-04-02 09:24:00
"<a href=""CME0004/CME.html"" target=""_blank"" >0004</a>",2025/04/02 03:24,02,107,008,0334,0027,0284,0359,,2025-04-02 03:24:00
"<a href=""CME0003/CME.html"" target=""_blank"" >0003</a>",2025/04/01 19:36,02,164,014,0753,0592,0242,1735,,2025-04-01 19:36:00
"<a href=""CME0002/CME.html"" target=""_blank"" >0002</a>",2025/04/01 18:24,03,095,068,0488,0191,0188,0864,,2025-04-01 18:24:00
"<a href=""CME0001/CME.html"" target=""_blank"" >0001</a>",2025/04/01 15:24,01,073,012,0512,0039,0452,0568,,2025-04-01 15:24:00
"<a href=""Flow0032/CME.html"" target=""_blank"" >0032</a>",2025/04/30 00:24,00,126,030,1644,0000,1644,1644,,2025-04-30 00:24:00
"<a href=""Flow0031/CME.html"" target=""_blank"" >0031</a>",2025/04/29 03:24,00,344,018,0273,0106,0092,0314,,2025-04-29 03:24:00
